Student ID,Regular/Lateral,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
1223,Regular,37,18,34,9,8,8,93,36,67,69,C
1224,Regular,11,47,48,9,9,8,77,46,52,72,B
1225,Regular,8,34,15,8,9,8,77,27,64,59,D
1226,Regular,19,13,17,10,10,10,88,24,93,70,C
1227,Regular,25,10,29,10,8,10,84,30,99,79,B
1228,Regular,47,40,42,9,10,8,96,44,48,68,C
1229,Regular,30,3,17,9,9,8,76,27,48,51,D
1230,Regular,2,17,15,9,8,10,81,21,94,68,C
1231,Regular,10,37,20,10,8,10,84,32,57,60,D
1232,Regular,34,47,33,9,10,9,90,41,79,80,B
1233,Regular,44,38,6,10,9,8,90,41,63,72,B
1234,Lateral,9,47,15,9,10,8,85,33,49,57,D
1235,Lateral,7,45,50,8,8,9,100,46,88,90,A+
1236,Regular,35,42,32,8,9,8,82,39,67,72,B
1237,Regular,41,16,2,9,8,10,97,31,99,80,B
1238,Regular,36,7,21,9,9,8,95,31,100,81,A
1239,Lateral,14,14,23,9,8,10,98,23,95,70,C
1240,Regular,8,34,34,8,8,9,88,35,86,78,B
1241,Regular,23,4,9,9,10,10,88,22,41,42,F
1242,Regular,47,33,22,8,10,8,78,40,43,61,C
1243,Regular,38,34,31,10,10,8,100,38,63,69,C
1244,Regular,19,27,34,9,10,10,85,34,49,58,D
1245,Regular,34,19,12,9,10,9,77,30,89,74,B
1246,Regular,34,18,42,10,8,9,90,39,68,73,B
1247,Regular,45,24,6,8,9,9,87,36,98,85,A
1248,Regular,38,9,12,10,8,10,89,29,54,56,D
1249,Regular,40,15,19,8,9,10,88,32,98,81,A
1250,Regular,6,11,28,8,9,9,84,24,100,74,B
1251,Regular,24,13,49,9,9,9,78,38,54,65,C
1252,Regular,15,48,40,8,8,9,99,43,59,72,B
1253,Regular,26,36,36,9,8,9,80,37,92,83,A
1254,Lateral,5,21,40,10,8,8,75,33,62,64,C
1255,Regular,12,34,29,9,9,8,91,33,72,69,C
1256,Regular,43,49,28,8,8,9,87,45,91,90,A+
1257,Regular,13,22,37,8,10,8,76,32,89,76,B
1258,Regular,32,7,21,9,8,8,90,29,64,61,C
1259,Regular,9,10,37,8,10,8,77,27,89,71,B
1260,Regular,42,45,34,8,10,9,84,43,90,88,A+
1261,Regular,29,11,20,10,9,9,76,28,68,62,C
1262,Regular,48,38,23,10,8,8,81,43,47,66,C
1263,Regular,29,17,22,9,10,8,83,29,52,55,D
1264,Regular,23,48,9,10,9,9,84,37,100,87,A+
1265,Regular,40,44,37,10,9,9,94,42,50,67,C
1266,Regular,24,24,38,8,9,9,95,33,84,75,B
1267,Regular,31,18,33,8,9,9,89,34,42,55,D
1268,Regular,40,35,24,8,8,9,75,38,82,79,B
1269,Regular,14,20,42,9,8,10,95,33,51,58,D
1270,Regular,20,40,38,8,8,9,76,39,43,60,D
1271,Regular,28,39,50,10,10,8,96,44,65,76,B
1272,Lateral,26,7,8,10,8,9,77,22,47,45,F
1273,Regular,13,5,45,8,10,10,87,32,53,58,D
1274,Regular,30,34,5,9,8,8,99,33,47,56,D
1275,Regular,19,43,21,8,8,8,99,33,84,75,B
1276,Regular,8,25,40,10,8,10,97,35,78,74,B
1277,Regular,20,23,42,10,8,10,82,35,67,68,C
1278,Regular,24,8,33,9,9,8,87,31,77,69,C
1279,Regular,42,5,47,9,10,9,94,44,97,92,S
1280,Lateral,19,12,40,9,9,8,83,32,45,54,D
1281,Regular,5,46,7,9,9,10,96,30,84,72,B
1282,Regular,27,37,39,9,10,9,87,39,99,88,A+
1283,Lateral,47,28,4,8,9,8,89,38,92,84,A
1284,Regular,25,46,50,10,9,10,85,48,72,84,A
1285,Regular,10,7,34,8,10,10,77,26,95,73,B
1286,Lateral,27,46,7,9,10,10,77,38,89,82,A
1287,Regular,6,50,29,9,10,10,79,41,87,84,A
1288,Regular,16,34,1,8,8,8,76,28,71,63,C
1289,Lateral,12,18,32,8,10,10,94,29,88,73,B
1290,Regular,6,49,37,10,10,8,98,43,59,72,B
1291,Regular,41,27,29,10,10,8,86,37,70,72,B
1292,Regular,47,2,35,9,10,10,84,42,75,79,B
1293,Regular,15,35,15,9,9,8,96,28,88,72,B
1294,Regular,32,44,32,9,8,9,76,39,84,81,A
1295,Regular,20,49,7,9,10,9,88,36,99,85,A
1296,Regular,33,31,18,10,9,10,87,35,72,71,B
1297,Lateral,44,5,16,9,9,8,98,32,56,60,D
1298,Lateral,6,12,22,10,9,10,99,23,91,68,C
1299,Regular,19,16,44,10,10,10,88,35,79,74,B
1300,Regular,3,9,46,8,8,10,94,30,48,54,D
1301,Regular,6,43,3,8,9,9,87,28,54,55,D
1302,Regular,31,32,20,8,8,9,87,33,75,70,C
1303,Regular,27,8,22,10,9,8,78,28,58,57,D
1304,Regular,3,19,46,8,8,9,93,34,94,81,A
1305,Regular,18,7,1,9,9,9,92,19,61,49,F
1306,Regular,2,28,27,8,10,8,93,30,73,66,C
1307,Regular,50,38,7,9,8,9,85,43,83,84,A
1308,Regular,38,12,21,10,9,9,97,32,78,71,B
1309,Lateral,50,35,42,9,8,8,95,45,59,74,B
1310,Regular,24,34,36,8,9,10,79,37,98,86,A+
1311,Lateral,20,18,10,8,10,9,91,24,63,55,D
1312,Regular,23,39,21,10,8,9,87,33,74,70,C
1313,Regular,39,22,12,8,8,9,81,32,62,63,C
1314,Regular,16,45,39,8,10,9,79,42,90,87,A+
1315,Regular,35,31,19,8,8,10,81,35,63,66,C
1316,Regular,31,14,41,9,8,8,90,37,67,70,C
1317,Regular,27,11,48,8,9,8,95,38,87,81,A
1318,Regular,38,31,32,10,8,8,78,36,94,83,A
1319,Regular,25,26,7,9,10,10,78,30,86,73,B
1320,Regular,43,3,2,9,9,9,98,27,89,71,B
1321,Lateral,49,5,46,8,8,10,76,46,40,66,C
1322,Regular,2,22,25,8,9,9,96,27,72,63,C
1323,Regular,12,12,38,10,8,9,82,29,81,69,C
1324,Regular,49,10,27,9,8,9,89,39,98,88,A+
1325,Regular,8,27,4,8,10,10,81,23,60,53,D
1326,Regular,14,35,6,9,9,8,93,28,43,49,F
1327,Regular,3,50,28,9,8,10,97,40,53,66,C
1328,Regular,16,48,32,9,9,9,80,41,43,62,C
1329,Regular,15,34,41,8,9,10,89,39,59,68,C
1330,Lateral,14,43,10,10,9,9,87,32,92,78,B
1331,Regular,3,44,10,8,8,9,86,29,40,49,F
1332,Regular,31,17,9,10,9,10,90,28,75,65,C
1333,Regular,26,43,4,10,10,9,81,37,53,63,C
1334,Regular,16,18,24,9,10,8,100,25,83,66,C
1335,Regular,15,12,49,9,9,9,96,34,81,74,B
1336,Regular,17,1,40,8,8,9,95,31,76,69,C
1337,Lateral,26,40,11,8,10,9,80,35,45,57,D
1338,Regular,50,37,39,10,10,10,100,45,63,76,B
1339,Regular,27,19,35,8,9,9,76,33,92,79,B
1340,Regular,39,10,20,9,10,9,91,32,63,63,C
1341,Regular,50,28,34,8,9,8,90,41,58,70,C
1342,Regular,48,37,34,8,8,10,94,42,67,75,B
1343,Regular,12,40,28,9,9,9,78,36,97,84,A
1344,Regular,7,30,32,10,8,10,96,34,100,84,A
1345,Regular,21,28,44,9,10,10,91,38,60,68,C
1346,Regular,13,8,23,10,9,8,81,23,99,72,B
1347,Regular,20,14,27,8,8,9,93,27,61,57,D
1348,Regular,34,7,4,9,10,9,96,25,93,71,B
1349,Regular,26,46,12,9,10,8,88,37,75,74,B
1350,Regular,1,1,48,10,10,9,100,29,91,74,B
1351,Regular,33,30,40,8,10,9,81,38,58,67,C
1352,Lateral,28,46,50,9,9,10,81,47,51,72,B
1353,Regular,46,1,17,10,8,10,87,34,98,83,A
1354,Regular,39,47,18,9,8,8,86,42,96,90,A+
1355,Regular,31,12,4,9,9,8,94,25,68,59,D
1356,Regular,28,25,35,10,8,10,95,34,60,64,C
1357,Regular,29,18,19,10,8,8,79,27,93,73,B
1358,Regular,49,32,28,10,9,10,100,42,53,68,C
1359,Regular,13,47,19,8,8,10,76,35,73,71,B
1360,Lateral,29,50,43,9,9,10,90,46,95,93,S
1361,Regular,24,44,39,10,9,10,75,42,90,87,A+
1362,Regular,26,30,39,10,10,9,83,37,98,86,A+
1363,Regular,35,45,9,9,10,8,97,41,55,68,C
1364,Lateral,24,28,36,8,8,9,96,33,98,82,A
1365,Regular,1,17,35,8,10,8,99,29,95,76,B
1366,Regular,40,4,36,8,8,9,82,38,47,61,C
1367,Regular,11,17,38,10,10,10,95,32,94,79,B
1368,Regular,24,13,45,10,10,8,79,36,67,69,C
1369,Regular,25,41,25,9,10,9,93,35,61,65,C
1370,Lateral,35,25,9,9,9,10,77,33,82,74,B
1371,Lateral,6,19,47,8,9,8,85,34,52,60,D
1372,Regular,40,41,41,9,8,10,81,41,50,66,C
1373,Regular,43,32,50,10,8,10,96,46,72,82,A
1374,Regular,2,24,4,10,8,10,79,20,53,46,F
1375,Regular,50,13,14,10,9,9,76,34,47,57,D
1376,Regular,8,4,27,8,9,8,99,22,52,48,F
1377,Regular,50,16,3,9,8,8,89,34,52,60,D
1378,Lateral,33,6,48,8,10,8,96,41,66,74,B
1379,Regular,1,18,25,10,9,8,78,26,62,57,D
1380,Regular,15,8,44,9,8,10,88,32,41,52,D
1381,Regular,7,28,4,10,9,8,76,23,95,70,C
1382,Regular,3,42,37,10,10,10,89,41,47,64,C
1383,Lateral,22,14,23,8,10,9,81,27,45,49,F
1384,Regular,37,40,9,8,8,8,88,38,72,74,B
1385,Regular,33,45,23,8,8,8,97,39,47,62,C
1386,Regular,3,24,18,8,8,9,80,25,82,66,C
1387,Regular,46,3,24,8,10,9,79,37,80,77,B
1388,Regular,25,8,46,10,10,10,92,38,69,72,B
1389,Regular,40,35,14,8,10,9,86,39,73,75,B
1390,Regular,30,30,20,9,9,10,77,33,75,70,C
1391,Regular,32,14,31,9,9,9,95,34,96,82,A
1392,Regular,14,34,11,10,10,10,99,29,56,57,D
1393,Regular,13,12,4,8,10,10,95,19,98,68,C
1394,Regular,44,29,23,10,8,10,97,38,49,62,C
1395,Regular,23,46,5,9,9,9,90,36,93,82,A
1396,Regular,2,49,9,8,10,9,99,32,40,52,D
1397,Regular,22,45,2,9,9,9,77,35,51,60,D
1398,Regular,6,2,32,8,10,9,93,24,94,71,B
1399,Regular,43,37,44,10,10,8,88,44,74,81,A
1400,Regular,28,29,21,9,9,9,79,31,78,70,C
1401,Regular,34,43,18,9,10,10,79,40,76,78,B
1402,Regular,45,25,36,10,10,10,94,42,79,81,A
1403,Lateral,31,21,25,8,10,9,80,31,82,72,B
1404,Regular,13,33,2,9,10,10,97,28,88,72,B
1405,Regular,13,43,50,9,9,9,82,46,42,67,C
1406,Lateral,12,43,10,10,8,9,85,31,51,56,D
1407,Regular,34,43,19,8,9,10,97,39,86,82,A
1408,Regular,41,25,11,9,8,10,91,35,43,56,D
1409,Regular,37,45,5,10,10,9,92,42,85,84,A
1410,Regular,30,2,38,10,9,9,97,36,96,84,A
1411,Regular,13,49,2,8,9,10,85,33,70,68,C
1412,Regular,32,33,16,8,10,8,87,34,45,56,D
1413,Lateral,50,43,16,9,8,10,98,46,99,95,S
1414,Regular,41,50,33,9,10,9,96,45,71,80,B
1415,Regular,35,4,40,10,9,8,79,39,75,76,B
1416,Regular,21,44,34,9,10,8,90,40,92,86,A+
1417,Regular,3,14,8,10,9,9,88,18,91,63,C
1418,Regular,19,32,15,9,8,8,89,28,43,49,F
1419,Regular,24,30,25,10,10,9,80,31,78,70,C
1420,Regular,47,33,28,10,10,10,99,42,90,87,A+
1421,Regular,31,38,13,8,9,10,86,36,51,61,C
1422,Regular,26,34,15,8,9,8,81,32,56,60,D
1423,Lateral,23,15,30,9,8,8,90,29,98,78,B
1424,Regular,26,10,50,10,10,10,85,40,74,77,B
1425,Regular,2,44,32,9,10,10,88,40,84,82,A
1426,Regular,19,8,19,9,8,9,89,23,80,63,C
1427,Lateral,1,34,43,9,10,10,98,40,51,65,C
1428,Regular,27,45,14,8,9,9,79,37,95,84,A
1429,Regular,12,47,23,9,10,8,88,37,66,70,C
1430,Regular,33,39,14,10,8,9,88,37,47,60,D
1431,Regular,49,7,1,9,10,8,84,31,98,80,B
1432,Regular,32,44,28,8,8,8,95,38,51,63,C
1433,Regular,49,9,20,10,10,10,76,37,91,82,A
1434,Regular,25,6,20,10,9,8,100,27,88,71,B
1435,Regular,2,1,15,10,10,10,88,16,82,57,D
1436,Regular,18,49,44,10,10,9,97,46,69,80,B
1437,Regular,11,36,50,10,10,8,76,43,46,66,C
1438,Regular,21,15,14,8,9,9,99,23,42,44,F
1439,Regular,15,20,37,8,8,10,89,31,49,55,D
1440,Regular,1,10,14,9,8,9,94,18,58,47,F
1441,Regular,22,19,7,8,10,9,85,25,82,66,C
1442,Regular,47,37,47,10,10,10,83,47,70,82,A
1443,Regular,42,50,20,9,10,8,94,45,62,76,B
1444,Regular,25,18,39,10,10,8,89,34,44,56,D
1445,Regular,45,9,40,10,9,9,75,43,61,73,B
1446,Regular,46,45,13,9,8,9,94,45,67,78,B
1447,Regular,10,24,30,9,9,9,98,30,58,59,D
1448,Lateral,16,6,45,10,9,10,99,34,60,64,C
1449,Regular,23,33,20,8,9,8,97,30,97,78,B
1450,Lateral,38,38,46,8,10,8,100,42,89,86,A+
1451,Regular,38,34,31,10,10,9,83,38,83,79,B
1452,Regular,38,19,34,9,10,9,99,38,56,66,C
1453,Regular,21,35,47,10,8,8,96,41,77,79,B
1454,Regular,10,29,12,8,10,8,100,25,55,52,D
1455,Regular,18,41,17,9,8,8,97,31,90,76,B
1456,Regular,38,19,28,10,9,10,99,36,46,59,D
1457,Regular,25,15,21,8,8,8,97,26,89,70,C
1458,Regular,20,4,22,10,8,10,87,26,78,65,C
1459,Regular,29,18,33,8,10,8,85,33,77,71,B
1460,Regular,19,7,26,8,9,10,82,27,54,54,D
1461,Regular,37,18,37,8,8,9,75,37,44,59,D
1462,Lateral,27,24,39,10,10,9,83,36,85,78,B
1463,Regular,29,41,2,8,9,8,75,36,78,75,B
1464,Regular,20,37,7,10,10,9,88,32,58,61,C
1465,Regular,19,3,3,9,10,10,96,18,81,58,D
1466,Lateral,31,45,19,8,8,8,78,38,47,61,C
1467,Regular,1,28,14,9,10,10,83,26,62,57,D
1468,Regular,31,13,15,10,8,9,86,27,82,68,C
1469,Regular,43,15,26,10,10,10,91,37,80,77,B
1470,Regular,20,1,19,8,9,8,86,23,43,44,F
1471,Regular,39,6,37,9,10,10,82,40,65,72,B
1472,Regular,13,41,11,10,8,9,89,30,76,68,C
1473,Regular,35,1,42,9,10,9,97,40,42,61,C
1474,Lateral,41,29,28,10,10,8,77,37,99,86,A+
1475,Lateral,9,28,7,10,10,10,99,24,75,61,C
1476,Regular,47,8,36,9,9,10,96,42,81,82,A
1477,Regular,8,10,22,10,9,9,86,22,72,58,D
1478,Regular,3,29,11,10,8,8,88,24,69,58,D
1479,Regular,23,40,42,8,10,10,94,42,50,67,C
1480,Regular,41,8,47,8,9,8,94,43,61,73,B
1481,Regular,3,43,44,10,10,9,95,44,79,83,A
1482,Regular,47,40,39,10,8,10,92,44,71,79,B
1483,Regular,3,32,46,9,10,9,98,40,74,77,B
1484,Regular,20,44,12,8,10,8,84,34,81,74,B
1485,Lateral,5,10,25,10,9,10,95,23,57,51,D
1486,Regular,18,8,17,10,9,9,100,23,69,57,D
1487,Regular,41,20,47,10,10,10,93,45,82,86,A+
1488,Regular,21,45,48,8,9,10,100,46,88,90,A+
1489,Regular,44,21,6,10,9,10,99,35,98,84,A
1490,Regular,50,16,34,10,8,8,80,42,86,85,A
1491,Regular,6,1,26,8,8,8,97,20,64,52,D
1492,Lateral,28,50,39,10,10,8,92,44,71,79,B
1493,Regular,38,33,13,10,10,10,89,38,91,83,A
1494,Lateral,13,50,18,9,8,8,100,35,90,80,B
1495,Lateral,32,25,30,9,8,9,79,33,88,77,B
1496,Regular,3,4,25,9,9,8,77,20,67,53,D
1497,Regular,27,8,10,8,8,8,97,22,78,61,C
1498,Regular,39,31,4,8,8,8,97,36,95,83,A
1499,Regular,50,18,44,10,10,10,86,47,95,94,S
1500,Regular,49,18,36,10,8,10,96,43,50,68,C
1501,Regular,28,31,17,8,9,9,95,32,72,68,C
1502,Regular,16,40,44,10,10,9,100,43,92,89,A+
1503,Regular,39,16,34,9,10,10,90,38,83,79,B
1504,Regular,48,15,24,9,9,10,89,38,93,84,A
1505,Regular,1,3,4,9,9,10,84,12,58,41,F
1506,Regular,4,29,37,9,9,9,98,35,84,77,B
1507,Regular,50,39,7,9,8,10,98,44,88,88,A+
1508,Regular,26,14,48,8,10,10,94,38,68,72,B
1509,Regular,40,3,7,8,8,10,76,27,73,63,C
1510,Regular,21,35,1,8,10,8,92,31,52,57,D
1511,Regular,15,21,13,9,8,10,75,23,94,70,C
1512,Regular,27,28,46,8,8,8,80,37,58,66,C
1513,Regular,15,50,5,9,10,10,83,35,50,60,D
1514,Regular,1,38,44,8,10,10,88,42,69,76,B
1515,Lateral,13,48,7,10,9,9,85,33,53,59,D
1516,Regular,5,20,21,8,10,10,83,25,45,47,F
1517,Regular,25,43,13,10,8,8,84,35,65,67,C
1518,Regular,50,34,41,8,8,9,87,44,57,72,B
1519,Regular,23,21,5,9,8,8,80,25,66,58,D
1520,Regular,14,42,18,10,10,9,93,33,94,80,B
1521,Regular,39,2,19,8,8,9,87,31,48,55,D
1522,Regular,22,17,32,8,10,10,75,30,97,78,B
1523,Regular,17,28,45,10,9,9,91,38,40,58,D
1524,Regular,35,3,13,8,8,9,93,27,65,59,D
1525,Regular,32,28,41,8,8,8,94,37,70,72,B
1526,Regular,12,25,49,8,9,8,77,37,47,60,D
1527,Regular,1,36,34,10,9,9,85,37,78,76,B
1528,Regular,25,40,13,8,8,10,78,34,96,82,A
1529,Regular,1,13,20,10,8,9,93,22,79,61,C
1530,Regular,7,26,48,10,9,10,90,39,77,77,B
1531,Regular,24,35,35,10,8,8,100,36,88,80,B
1532,Regular,44,42,3,8,9,9,83,43,48,67,C
1533,Regular,42,9,12,9,10,10,83,31,59,60,D
1534,Regular,8,41,9,10,10,10,100,30,88,74,B
1535,Lateral,28,21,27,10,8,8,80,30,97,78,B
1536,Regular,2,26,17,8,9,10,87,26,74,63,C
1537,Regular,25,31,20,10,9,8,81,31,96,79,B
1538,Regular,29,3,3,9,10,10,89,22,45,44,F
1539,Regular,32,30,20,9,8,10,76,33,89,77,B
1540,Regular,19,19,42,8,10,10,100,33,82,74,B
1541,Regular,16,1,1,9,10,9,76,16,71,51,D
1542,Regular,4,29,41,10,8,9,85,37,86,80,B
1543,Regular,24,2,15,10,10,10,91,25,67,58,D
1544,Regular,5,16,30,10,8,8,85,27,83,68,C
1545,Regular,47,40,12,10,10,8,77,44,69,78,B
1546,Regular,35,28,11,8,8,10,87,33,77,71,B
1547,Regular,37,15,24,8,9,9,92,33,57,61,C
1548,Regular,19,19,35,9,10,8,89,30,77,68,C
1549,Regular,47,4,49,10,8,8,84,47,89,91,S
1550,Regular,5,27,50,10,10,8,91,40,72,76,B
1551,Regular,7,20,50,9,10,10,89,37,85,79,B
1552,Lateral,42,50,32,9,9,8,86,45,76,83,A
1553,Regular,44,29,46,9,9,10,84,45,96,93,S
1554,Lateral,22,10,27,10,10,8,76,28,89,72,B
1555,Regular,4,41,25,9,10,9,96,35,84,77,B
1556,Lateral,27,7,47,8,10,8,86,38,49,62,C
1557,Regular,26,25,41,10,10,8,75,36,77,74,B
1558,Regular,17,1,12,9,9,9,76,20,99,69,C
1559,Regular,25,11,1,9,8,8,79,22,85,64,C
1560,Regular,11,33,32,10,10,9,91,35,69,69,C
1561,Regular,19,28,11,8,9,9,75,27,91,72,B
1562,Regular,49,11,43,10,9,8,97,45,100,95,S
1563,Regular,48,10,38,9,9,9,80,43,56,71,B
1564,Regular,27,21,19,8,9,10,98,28,65,60,D
1565,Regular,48,49,30,10,9,9,82,48,84,90,A+
1566,Regular,8,8,15,10,9,9,81,18,47,41,F
1567,Regular,41,4,6,9,8,8,90,27,66,60,D
1568,Regular,26,12,46,9,10,9,83,38,77,76,B
1569,Regular,13,29,41,10,9,8,96,37,87,80,B
1570,Regular,15,9,26,9,9,9,95,25,95,72,B
1571,Regular,45,39,34,8,10,9,89,42,88,86,A+
1572,Regular,4,12,34,10,10,8,91,27,65,59,D
1573,Regular,2,17,35,9,10,8,93,29,71,64,C
1574,Regular,27,5,24,9,10,10,83,30,75,67,C
1575,Regular,44,1,5,9,9,8,95,28,54,55,D
1576,Regular,9,34,9,9,10,10,80,26,75,63,C
1577,Regular,7,35,16,10,8,10,91,29,78,68,C
1578,Regular,34,40,6,8,8,8,79,37,48,61,C
1579,Regular,31,24,8,10,10,9,80,31,44,53,D
1580,Regular,47,30,31,10,9,8,81,40,98,89,A+
1581,Regular,35,22,18,8,8,9,89,31,90,76,B
1582,Regular,27,7,20,8,8,8,81,26,49,50,D
1583,Regular,7,5,32,9,8,8,84,23,48,47,F
1584,Regular,13,32,39,9,9,8,79,37,100,87,A+
1585,Regular,28,44,13,8,10,9,96,37,77,75,B
1586,Regular,18,17,37,10,10,9,95,31,40,51,D
1587,Regular,48,28,3,10,8,8,89,39,42,60,D
1588,Regular,41,48,22,10,9,10,82,45,46,68,C
1589,Lateral,20,4,26,9,9,10,98,27,62,58,D
1590,Regular,25,19,15,9,8,10,75,26,65,58,D
1591,Regular,8,13,4,10,8,10,81,17,47,40,F
1592,Regular,40,38,37,10,9,8,79,40,40,60,D
1593,Regular,27,10,45,10,9,8,84,37,86,80,B
1594,Lateral,45,45,47,10,8,10,87,46,78,85,A
1595,Regular,12,37,35,8,10,9,92,37,86,80,B
1596,Regular,18,33,40,8,8,10,82,37,52,63,C
1597,Regular,34,25,46,8,10,9,82,41,41,61,C
1598,Regular,21,35,31,8,9,10,93,35,88,79,B
1599,Lateral,37,13,1,9,9,10,83,29,59,58,D
1600,Regular,3,33,10,10,9,10,100,26,46,49,F
1601,Regular,50,37,3,8,10,9,84,43,61,73,B
1602,Regular,7,27,25,10,10,10,91,30,50,55,D
1603,Regular,50,26,6,9,10,10,98,40,65,72,B
1604,Regular,47,29,20,8,10,8,89,39,87,82,A
1605,Regular,25,16,50,8,10,10,85,39,46,62,C
1606,Regular,40,47,35,8,10,9,87,43,54,70,C
1607,Regular,11,26,37,9,8,9,87,33,62,64,C
1608,Regular,31,38,26,8,9,9,85,36,52,62,C
1609,Regular,3,26,46,9,8,9,94,37,79,76,B
1610,Regular,44,20,16,9,10,8,87,34,59,63,C
1611,Regular,47,20,14,10,9,9,88,36,97,84,A
1612,Regular,27,28,29,10,8,10,88,32,88,76,B
1613,Regular,14,24,33,10,9,9,89,32,60,62,C
1614,Regular,45,6,33,8,9,8,80,39,40,59,D
1615,Regular,35,49,2,10,10,10,79,43,89,87,A+
1616,Regular,37,49,22,9,10,9,100,43,58,72,B
1617,Regular,25,31,18,9,10,8,79,31,79,70,C
1618,Regular,9,26,40,9,10,9,77,35,92,81,A
1619,Regular,11,24,12,8,10,9,84,23,47,46,F
1620,Regular,48,49,20,8,8,10,94,47,41,67,C
1621,Regular,41,13,32,8,8,10,85,37,79,76,B
1622,Regular,36,50,47,9,9,10,86,48,72,84,A
1623,Regular,14,1,22,8,9,9,94,23,99,72,B
1624,Regular,38,37,21,9,10,10,78,39,68,73,B
1625,Regular,28,47,43,10,10,9,83,45,89,89,A+
1626,Regular,24,36,34,8,10,10,98,37,87,80,B
1627,Regular,20,30,40,8,9,10,89,37,85,79,B
1628,Regular,43,25,19,10,10,8,79,36,58,65,C
1629,Regular,4,4,46,10,9,10,76,29,82,70,C
1630,Regular,10,29,41,10,9,10,81,37,69,71,B
1631,Regular,15,12,18,9,9,9,100,22,73,58,D
1632,Regular,25,5,32,8,8,9,75,31,61,61,C
1633,Regular,9,50,8,8,10,8,79,32,90,77,B
1634,Regular,13,22,39,10,8,8,76,33,58,62,C
1635,Regular,34,23,15,8,8,10,100,31,79,70,C
1636,Lateral,44,27,35,10,8,9,91,40,61,70,C
1637,Regular,2,10,35,9,8,9,96,26,66,59,D
1638,Regular,11,42,31,8,8,9,97,37,78,76,B
1639,Regular,7,31,37,10,10,8,82,36,72,72,B
1640,Regular,33,36,7,9,8,10,81,36,93,82,A
1641,Lateral,47,36,35,8,10,10,88,42,73,78,B
1642,Regular,8,23,28,8,9,10,81,29,74,66,C
1643,Regular,11,31,17,10,9,9,86,28,60,58,D
1644,Regular,46,32,1,10,10,10,94,41,51,66,C
1645,Regular,21,8,30,10,10,8,100,29,76,67,C
1646,Regular,44,50,1,10,9,9,97,46,66,79,B
1647,Regular,11,33,6,8,8,8,99,25,61,55,D
1648,Regular,28,18,43,8,10,10,99,37,54,64,C
1649,Regular,22,21,50,9,10,10,75,38,77,76,B
1650,Regular,25,10,16,8,10,8,97,25,75,62,C
1651,Regular,2,14,16,8,9,8,96,20,68,54,D
1652,Regular,44,29,27,8,10,8,96,37,100,87,A+
1653,Regular,6,26,1,10,8,8,86,21,71,56,D
1654,Lateral,28,37,41,9,9,8,89,39,43,60,D
1655,Regular,10,45,39,8,10,9,86,42,45,64,C
1656,Lateral,14,26,17,9,8,10,77,26,63,57,D
1657,Regular,22,10,38,8,10,9,99,33,59,62,C
1658,Regular,30,47,47,10,8,8,85,46,94,93,S
1659,Regular,29,9,42,8,8,9,100,36,54,63,C
1660,Regular,39,30,4,9,10,8,82,36,58,65,C
1661,Regular,42,38,9,8,8,10,83,40,74,77,B
1662,Regular,20,31,7,8,8,10,98,29,68,63,C
1663,Regular,45,28,10,9,9,10,98,38,72,74,B
1664,Lateral,4,38,48,10,8,10,100,43,51,68,C
1665,Regular,9,31,37,8,8,8,76,35,44,57,D
1666,Regular,16,2,20,10,10,9,76,24,74,61,C
1667,Regular,41,29,16,8,10,10,84,37,78,76,B
1668,Regular,31,34,35,8,9,9,97,36,51,61,C
1669,Regular,43,49,22,10,9,8,77,45,61,75,B
1670,Regular,8,42,41,9,10,10,99,42,60,72,B
1671,Lateral,11,33,34,10,10,8,96,36,61,66,C
1672,Regular,16,44,31,9,9,8,96,38,87,81,A
1673,Regular,29,15,17,10,9,10,79,28,66,61,C
1674,Regular,7,13,43,9,10,10,94,32,92,78,B
1675,Regular,36,2,21,9,9,9,86,31,46,54,D
1676,Regular,19,45,10,9,8,8,86,33,92,79,B
1677,Regular,15,35,45,8,8,8,76,40,58,69,C
1678,Regular,25,27,31,9,9,9,79,32,86,75,B
1679,Regular,33,17,48,8,8,8,93,40,49,64,C
1680,Regular,6,8,48,8,9,9,89,31,62,62,C
1681,Regular,31,26,32,9,10,9,83,34,67,67,C
1682,Regular,42,2,8,10,9,9,97,29,84,71,B
1683,Regular,38,47,32,10,9,10,93,43,79,82,A
1684,Regular,5,46,44,9,9,10,78,45,66,78,B
1685,Lateral,10,47,15,9,8,9,86,33,70,68,C
1686,Regular,8,8,43,9,10,9,91,29,51,54,D
1687,Lateral,38,1,26,9,10,9,90,34,41,54,D
1688,Regular,30,21,5,10,10,10,89,30,74,67,C
1689,Regular,45,25,39,9,9,10,78,42,63,73,B
1690,Regular,48,6,46,10,10,10,83,47,91,92,S
1691,Regular,13,19,3,8,10,9,82,21,76,59,D
1692,Regular,11,46,24,10,10,10,76,38,96,86,A+
1693,Lateral,11,45,11,8,8,9,75,30,71,65,C
1694,Regular,1,25,14,8,10,9,89,24,94,71,B
1695,Regular,4,40,43,10,10,8,94,42,40,62,C
1696,Regular,6,25,42,10,9,10,98,36,42,57,D
1697,Regular,49,23,14,9,8,8,99,37,70,72,B
1698,Regular,34,48,35,8,9,9,82,41,77,79,B
1699,Regular,28,22,34,9,10,9,99,34,72,70,C
